and_depth,trial,n_vars,n_ands,n_ors,n_nots,peak_mul,peak_conv,peak_gap,peak_ratio,final_mul,final_conv,final_gap,final_ratio,mul_nodes,conv_nodes,mul_peak_supp,conv_peak_supp,has_gap,formula_len
3,48,10,7,69,44,2.96875,2.96875,0.0,1.0,1.75,1.75,0.0,1.0,913,913,65,65,0,514
3,49,10,7,70,37,3.1572265625,2.9921875,0.1650390625,1.055157,3.1572265625,2.8515625,0.3056640625,1.107192,895,895,1024,256,1,498
3,50,10,7,79,42,2.9921875,2.9921875,0.0,1.0,2.802734375,2.8046875,-0.001953125,0.999304,1005,1005,256,256,1,558
3,51,10,7,55,34,3.7734375,3.734375,0.0390625,1.01046,3.7734375,3.734375,0.0390625,1.01046,733,733,189,144,1,414
3,52,10,7,69,40,2.96875,2.96875,0.0,1.0,1.0,1.0,0.0,1.0,897,897,64,64,0,502
3,53,10,7,60,26,2.984375,2.984375,0.0,1.0,2.853515625,2.796875,0.056640625,1.020251,751,751,129,129,1,415
3,54,10,7,59,39,2.96875,2.96875,0.0,1.0,1.984375,1.984375,0.0,1.0,793,793,65,65,0,449
3,55,10,7,64,37,2.9375,2.9375,0.0,1.0,2.875,2.625,0.25,1.095238,835,835,33,33,1,468
3,56,10,7,74,38,3.0229492188,2.984375,0.0385742188,1.012925,3.0229492188,2.84375,0.1791992188,1.063015,939,939,1024,128,1,521
3,57,10,7,75,45,2.9375,2.9375,0.0,1.0,1.0,1.0,0.0,1.0,977,977,33,33,0,547
3,58,10,7,68,35,2.99609375,2.99609375,0.0,1.0,1.99609375,1.99609375,0.0,1.0,867,867,512,512,0,482
3,59,10,7,53,32,2.96875,2.96875,0.0,1.0,2.71875,2.8125,-0.09375,0.966667,705,705,64,64,1,398
3,60,10,7,64,34,2.875,2.875,0.0,1.0,1.0,1.0,0.0,1.0,823,823,17,17,0,459
3,61,10,7,50,28,2.96875,2.96875,0.0,1.0,1.9375,1.9375,0.0,1.0,659,659,64,64,0,371
3,62,10,7,61,36,3.228515625,3.203125,0.025390625,1.007927,3.228515625,3.203125,0.025390625,1.007927,801,801,236,148,1,450
3,63,10,7,68,41,2.96875,2.96875,0.0,1.0,1.75,1.75,0.0,1.0,891,891,65,65,0,500
3,64,10,7,74,41,2.984375,2.984375,0.0,1.0,1.0,1.0,0.0,1.0,951,951,129,129,0,530
3,65,10,7,78,52,2.96875,2.96875,0.0,1.0,1.9375,1.9375,0.0,1.0,1035,1035,64,64,0,583
3,66,10,7,54,36,3.28125,3.28125,0.0,1.0,3.28125,3.28125,0.0,1.0,731,731,128,128,0,415
3,67,10,7,61,38,3.4321289062,3.3125,0.1196289062,1.036114,3.4321289062,3.3125,0.1196289062,1.036114,809,809,256,117,1,456
3,68,10,7,65,28,2.99609375,2.99609375,0.0,1.0,1.9375,1.9375,0.0,1.0,809,809,512,512,0,446
3,69,10,7,66,34,5.0425796509,4.875,0.1675796509,1.034375,5.0425796509,4.875,0.1675796509,1.034375,843,843,1023,470,1,469
3,70,10,7,65,40,4.0249023438,3.65625,0.3686523438,1.100828,4.0249023438,3.65625,0.3686523438,1.100828,857,857,1024,202,1,482
3,71,10,7,68,35,2.9921875,2.9921875,0.0,1.0,1.0,1.0,0.0,1.0,867,867,256,256,0,482
3,72,10,7,74,41,2.75,2.75,0.0,1.0,1.0,1.0,0.0,1.0,951,951,9,9,0,530
3,73,10,7,61,39,4.2004394531,4.3203125,-0.1198730469,0.972254,4.2004394531,4.3203125,-0.1198730469,0.972254,813,813,512,512,1,459
3,74,10,7,60,32,2.875,2.875,0.0,1.0,1.875,1.875,0.0,1.0,775,775,17,17,0,433
3,75,10,7,40,26,4.0234375,3.5625,0.4609375,1.129386,4.0234375,3.5625,0.4609375,1.129386,551,551,256,76,1,315
3,76,10,7,62,29,2.96875,2.96875,0.0,1.0,1.96875,1.96875,0.0,1.0,783,783,65,65,0,434
3,77,10,7,84,53,2.9921875,2.9921875,0.0,1.0,1.9921875,1.9921875,0.0,1.0,1099,1099,257,257,0,616
3,78,10,7,70,37,2.984375,2.984375,0.0,1.0,1.984375,1.984375,0.0,1.0,895,895,128,128,0,498
3,79,10,7,49,31,3.0625,3.0625,0.0,1.0,3.0625,3.0625,0.0,1.0,661,661,64,64,0,375
3,80,10,7,59,38,4.52734375,4.4921875,0.03515625,1.007826,4.52734375,4.4921875,0.03515625,1.007826,789,789,428,320,1,446
3,81,10,7,84,48,2.984375,2.984375,0.0,1.0,1.0,1.0,0.0,1.0,1079,1079,128,128,0,601
3,82,10,7,62,36,2.9375,2.9375,0.0,1.0,2.34375,2.375,-0.03125,0.986842,811,811,33,33,1,455
3,83,10,7,61,31,2.96875,2.96875,0.0,1.0,1.9375,1.9375,0.0,1.0,781,781,64,64,0,435
3,84,10,7,58,29,5.3292236328,5.3125,0.0167236328,1.003148,5.3292236328,5.3125,0.0167236328,1.003148,743,743,1022,756,1,414
3,85,10,7,85,40,2.984375,2.984375,0.0,1.0,2.9697265625,2.828125,0.1416015625,1.050069,1057,1057,128,128,1,582
3,86,10,7,57,26,5.6205368042,4.703125,0.9174118042,1.195064,5.6205368042,4.703125,0.9174118042,1.195064,721,721,1024,284,1,400
3,87,10,7,58,36,2.96875,2.96875,0.0,1.0,1.875,1.875,0.0,1.0,771,771,64,64,0,435
3,88,10,7,63,36,2.984375,2.984375,0.0,1.0,1.0,1.0,0.0,1.0,821,821,129,129,0,460
3,89,10,7,79,42,3.03125,3.2265625,-0.1953125,0.939467,3.03125,3.2265625,-0.1953125,0.939467,1005,1005,172,256,1,558
3,90,10,7,56,32,4.1376953125,3.625,0.5126953125,1.141433,4.1376953125,3.625,0.5126953125,1.141433,735,735,813,173,1,413
3,91,10,7,62,39,2.9375,2.9375,0.0,1.0,2.90625,2.6875,0.21875,1.081395,823,823,32,32,1,464
3,92,10,7,74,40,2.96875,2.96875,0.0,1.0,1.96875,1.96875,0.0,1.0,947,947,64,64,0,527
3,93,10,7,77,49,2.96875,2.96875,0.0,1.0,1.96875,1.96875,0.0,1.0,1013,1013,64,64,0,569
3,94,10,7,49,34,5.6003112793,5.03125,0.5690612793,1.113105,5.6003112793,5.03125,0.5690612793,1.113105,673,673,1001,208,1,384
3,95,10,7,76,35,2.9375,2.9375,0.0,1.0,1.9375,1.9375,0.0,1.0,947,947,32,32,0,522
3,96,10,7,44,24,3.27734375,3.125,0.15234375,1.04875,3.27734375,3.125,0.15234375,1.04875,583,583,128,47,1,329
3,97,10,7,57,37,3.7216796875,3.421875,0.2998046875,1.087614,3.7216796875,3.421875,0.2998046875,1.087614,765,765,470,152,1,433
3,98,10,7,63,36,3.9697265625,4.205078125,-0.2353515625,0.944032,3.9697265625,4.205078125,-0.2353515625,0.944032,821,821,802,1024,1,460
3,99,10,7,79,48,2.984375,2.984375,0.0,1.0,1.9921875,1.9921875,0.0,1.0,1029,1029,129,129,0,576
3,100,10,7,79,37,2.962890625,2.9375,0.025390625,1.008644,2.962890625,2.8125,0.150390625,1.053472,985,985,312,33,1,543
3,101,10,7,63,44,2.984375,2.984375,0.0,1.0,2.771484375,2.71875,0.052734375,1.019397,853,853,128,128,1,484
3,102,10,7,57,32,3.322265625,3.0,0.322265625,1.107422,3.322265625,3.0,0.322265625,1.107422,745,745,122,50,1,418
3,103,10,7,60,35,3.517578125,3.3125,0.205078125,1.06191,3.517578125,3.3125,0.205078125,1.06191,787,787,190,80,1,442
3,104,10,7,64,31,5.0517578125,5.236328125,-0.1845703125,0.964752,5.0517578125,5.236328125,-0.1845703125,0.964752,811,811,850,1024,1,450
3,105,10,7,68,33,2.96875,2.96875,0.0,1.0,2.4375,2.6875,-0.25,0.906977,859,859,64,64,1,476
3,106,10,7,62,33,5.7133789062,4.8828125,0.8305664062,1.1701,5.7133789062,4.8828125,0.8305664062,1.1701,799,799,1022,1024,1,446
3,107,10,7,69,32,2.96875,2.96875,0.0,1.0,1.984375,1.984375,0.0,1.0,865,865,64,64,0,478
3,108,10,7,51,35,4.642578125,4.90625,-0.263671875,0.946258,4.642578125,4.90625,-0.263671875,0.946258,697,697,404,512,1,397
3,109,10,7,67,40,2.9375,2.9375,0.0,1.0,1.9375,1.9375,0.0,1.0,877,877,32,32,0,492
3,110,10,7,63,42,2.984375,2.984375,0.0,1.0,2.837890625,2.796875,0.041015625,1.014665,845,845,128,128,1,478
3,111,10,7,77,43,2.96875,2.96875,0.0,1.0,1.0,1.0,0.0,1.0,989,989,64,64,0,551
3,112,10,7,60,36,3.1640625,3.5078125,-0.34375,0.902004,3.1640625,3.5078125,-0.34375,0.902004,791,791,256,256,1,445
3,113,10,7,55,32,4.4025878906,3.7734375,0.6291503906,1.166731,4.4025878906,3.7734375,0.6291503906,1.166731,725,725,512,264,1,408
3,114,10,7,66,31,2.96875,2.96875,0.0,1.0,2.8125,2.625,0.1875,1.071429,831,831,64,64,1,460
3,115,10,7,55,34,3.212890625,2.9375,0.275390625,1.09375,3.212890625,2.84375,0.369140625,1.129808,733,733,512,33,1,414
3,116,10,7,70,35,2.96875,2.96875,0.0,1.0,1.96875,1.96875,0.0,1.0,887,887,64,64,0,492
3,117,10,7,66,35,2.984375,2.984375,0.0,1.0,1.96875,1.96875,0.0,1.0,847,847,128,128,0,472
3,118,10,7,74,40,3.7866210938,3.4375,0.3491210938,1.101562,3.7866210938,3.4375,0.3491210938,1.101562,947,947,394,125,1,527
3,119,10,7,79,42,2.9375,2.9375,0.0,1.0,1.0,1.0,0.0,1.0,1005,1005,32,32,0,558
3,120,10,7,64,38,2.9375,2.9375,0.0,1.0,2.3828125,2.375,0.0078125,1.003289,839,839,32,32,1,471
3,121,10,7,59,31,2.9375,2.9375,0.0,1.0,1.875,1.875,0.0,1.0,761,761,33,33,0,425
3,122,10,7,62,40,3.19921875,3.54296875,-0.34375,0.902977,3.19921875,3.54296875,-0.34375,0.902977,827,827,296,512,1,467
3,123,10,7,61,36,3.607421875,3.34375,0.263671875,1.078855,3.607421875,3.34375,0.263671875,1.078855,801,801,230,88,1,450
3,124,10,7,72,40,2.96875,2.96875,0.0,1.0,1.875,1.875,0.0,1.0,927,927,65,65,0,517
3,125,10,7,65,43,2.875,2.875,0.0,1.0,1.875,1.875,0.0,1.0,869,869,17,17,0,491
3,126,10,7,68,37,2.96875,2.96875,0.0,1.0,1.9375,1.9375,0.0,1.0,875,875,64,64,0,488
3,127,10,7,74,49,2.9921875,2.9921875,0.0,1.0,2.888671875,2.8359375,0.052734375,1.018595,983,983,256,256,1,554
3,128,10,7,56,31,2.875,2.875,0.0,1.0,2.71875,2.5,0.21875,1.0875,731,731,16,16,1,410
3,129,10,7,62,38,3.201171875,3.09375,0.107421875,1.034722,3.201171875,3.09375,0.107421875,1.034722,819,819,256,70,1,461
3,130,10,7,55,27,3.78125,3.375,0.40625,1.12037,3.78125,3.375,0.40625,1.12037,705,705,194,88,1,393
3,131,10,7,78,42,2.984375,2.984375,0.0,1.0,2.8828125,2.8359375,0.046875,1.016529,995,995,129,129,1,553
3,132,10,7,80,34,2.9921875,2.9921875,0.0,1.0,2.7734375,2.71875,0.0546875,1.020115,983,983,257,257,1,539
3,133,10,7,45,24,4.8464355469,4.3828125,0.4636230469,1.105782,4.8464355469,4.3828125,0.4636230469,1.105782,593,593,958,292,1,334
3,134,10,7,39,29,3.9975585938,4.25,-0.2524414062,0.940602,3.9975585938,4.25,-0.2524414062,0.940602,553,553,438,272,1,319
3,135,10,7,77,34,2.984375,2.984375,0.0,1.0,1.9921875,1.9921875,0.0,1.0,953,953,129,129,0,524
3,136,10,7,66,36,2.96875,2.96875,0.0,1.0,1.875,1.875,0.0,1.0,851,851,64,64,0,475
3,137,10,7,74,38,3.04296875,2.9375,0.10546875,1.035904,3.04296875,2.78125,0.26171875,1.094101,939,939,256,32,1,521
3,138,10,7,77,53,2.984375,2.984375,0.0,1.0,1.96875,1.96875,0.0,1.0,1029,1029,128,128,0,581
3,139,10,7,65,35,3.00390625,2.96875,0.03515625,1.011842,3.00390625,2.78125,0.22265625,1.080056,837,837,256,64,1,467
3,140,10,7,70,45,2.99609375,2.99609375,0.0,1.0,1.0,1.0,0.0,1.0,927,927,513,513,0,522
3,141,10,7,59,27,2.875,2.875,0.0,1.0,2.65625,2.5,0.15625,1.0625,745,745,16,16,1,413
3,142,10,7,56,30,3.7138671875,3.8046875,-0.0908203125,0.976129,3.7138671875,3.8046875,-0.0908203125,0.976129,727,727,256,256,1,407
3,143,10,7,58,27,5.4269008636,5.44921875,-0.0223178864,0.995904,5.4269008636,5.44921875,-0.0223178864,0.995904,735,735,1024,700,1,408
3,144,10,7,57,38,4.5361328125,4.21875,0.3173828125,1.075231,4.5361328125,4.21875,0.3173828125,1.075231,769,769,512,130,1,436
3,145,10,7,60,26,4.63671875,4.3125,0.32421875,1.075181,4.63671875,4.3125,0.32421875,1.075181,751,751,386,212,1,415
3,146,10,7,47,26,3.06640625,2.96875,0.09765625,1.032895,3.06640625,2.78125,0.28515625,1.102528,621,621,256,64,1,350
3,147,10,7,74,50,2.9921875,2.9921875,0.0,1.0,1.0,1.0,0.0,1.0,987,987,257,257,0,557
3,148,10,7,62,35,4.2416992188,4.1640625,0.0776367188,1.018644,4.2416992188,4.1640625,0.0776367188,1.018644,807,807,512,320,1,452
3,149,10,7,68,39,2.984375,2.984375,0.0,1.0,1.9375,1.9375,0.0,1.0,883,883,129,129,0,494
3,150,10,7,60,35,2.96875,2.96875,0.0,1.0,2.84375,2.96875,-0.125,0.957895,787,787,65,65,1,442
3,151,10,7,66,37,2.96875,2.96875,0.0,1.0,2.8828125,2.78125,0.1015625,1.036517,855,855,64,64,1,478
3,152,10,7,47,25,4.2861328125,3.890625,0.3955078125,1.101657,4.2861328125,3.890625,0.3955078125,1.101657,617,617,438,152,1,347
3,153,10,7,67,36,3.7572021484,3.5703125,0.1868896484,1.052345,3.7572021484,3.5703125,0.1868896484,1.052345,861,861,1024,423,1,480
3,154,10,7,52,27,2.9375,2.9375,0.0,1.0,1.875,1.875,0.0,1.0,675,675,33,33,0,378
3,155,10,7,61,42,2.96875,2.96875,0.0,1.0,2.7578125,2.71875,0.0390625,1.014368,825,825,64,64,1,468
3,156,10,7,72,30,2.96875,2.96875,0.0,1.0,1.9375,1.9375,0.0,1.0,887,887,65,65,0,487
3,157,10,7,70,40,2.9921875,2.9921875,0.0,1.0,2.853515625,2.7265625,0.126953125,1.046562,907,907,256,256,1,507
3,158,10,7,71,33,3.8828125,3.546875,0.3359375,1.094714,3.8828125,3.546875,0.3359375,1.094714,889,889,456,176,1,491
3,159,10,7,72,51,2.984375,2.984375,0.0,1.0,1.0,1.0,0.0,1.0,971,971,129,129,0,550
3,160,10,7,68,28,2.96875,3.109375,-0.140625,0.954774,2.859375,3.109375,-0.25,0.919598,839,839,65,128,1,461
3,161,10,7,72,41,2.96875,2.96875,0.0,1.0,1.96875,1.96875,0.0,1.0,931,931,64,64,0,520
3,162,10,7,61,38,4.8173217773,4.328125,0.4891967773,1.113027,4.8173217773,4.328125,0.4891967773,1.113027,809,809,1024,352,1,456
3,163,10,7,66,39,3.9521484375,4.1953125,-0.2431640625,0.942039,3.9521484375,4.1953125,-0.2431640625,0.942039,863,863,464,512,1,484
3,164,10,7,52,32,2.96875,2.96875,0.0,1.0,2.828125,2.734375,0.09375,1.034286,695,695,64,64,1,393
3,165,10,7,80,49,2.9375,2.9375,0.0,1.0,1.96875,1.96875,0.0,1.0,1043,1043,32,32,0,584
3,166,10,7,71,46,2.984375,2.984375,0.0,1.0,2.7578125,2.65625,0.1015625,1.038235,941,941,128,128,1,530
3,167,10,7,51,29,3.37109375,3.0625,0.30859375,1.100765,3.37109375,3.0625,0.30859375,1.100765,673,673,128,48,1,379
3,168,10,7,58,27,2.96875,2.96875,0.0,1.0,2.736328125,2.703125,0.033203125,1.012283,735,735,65,65,1,408
3,169,10,7,76,46,2.984375,2.984375,0.0,1.0,2.71875,2.96875,-0.25,0.915789,991,991,128,128,1,555
3,170,10,7,72,31,2.984375,2.984375,0.0,1.0,1.9921875,1.9921875,0.0,1.0,891,891,129,129,0,490
3,171,10,7,60,34,3.47265625,3.0625,0.41015625,1.133929,3.47265625,3.0625,0.41015625,1.133929,783,783,220,49,1,439
3,172,10,7,66,38,2.96875,2.96875,0.0,1.0,2.845703125,2.796875,0.048828125,1.017458,859,859,65,65,1,481
3,173,10,7,57,30,2.96875,3.1640625,-0.1953125,0.938272,2.6953125,3.1640625,-0.46875,0.851852,737,737,64,256,1,412
3,174,10,7,50,33,2.984375,2.984375,0.0,1.0,2.61328125,2.734375,-0.12109375,0.955714,679,679,128,128,1,386
3,175,10,7,66,35,3.94921875,3.3125,0.63671875,1.192217,3.94921875,3.3125,0.63671875,1.192217,847,847,416,65,1,472
3,176,10,7,58,32,4.3430175781,3.9375,0.4055175781,1.102989,4.3430175781,3.9375,0.4055175781,1.102989,755,755,506,159,1,423
3,177,10,7,69,40,2.9921875,2.9921875,0.0,1.0,2.7041015625,2.7109375,-0.0068359375,0.997478,897,897,256,256,1,502
3,178,10,7,60,38,2.9375,2.9375,0.0,1.0,2.828125,2.90625,-0.078125,0.973118,799,799,32,32,1,451
3,179,10,7,74,46,2.96875,2.96875,0.0,1.0,2.89453125,2.78125,0.11328125,1.04073,971,971,64,64,1,545
3,180,10,7,53,38,4.0625,3.65625,0.40625,1.111111,4.0625,3.65625,0.40625,1.111111,729,729,256,88,1,416
3,181,10,7,69,34,2.9921875,2.9921875,0.0,1.0,2.7783203125,2.83984375,-0.0615234375,0.978336,873,873,257,257,1,484
3,182,10,7,66,37,3.318359375,3.724609375,-0.40625,0.890928,3.318359375,3.724609375,-0.40625,0.890928,855,855,560,1024,1,478
3,183,10,7,47,29,3.255859375,3.46875,-0.212890625,0.938626,3.255859375,3.46875,-0.212890625,0.938626,633,633,128,128,1,359
3,184,10,7,72,41,4.1533203125,3.984375,0.1689453125,1.042402,4.1533203125,3.984375,0.1689453125,1.042402,931,931,512,272,1,520
3,185,10,7,76,43,2.9921875,2.9921875,0.0,1.0,1.875,1.875,0.0,1.0,979,979,257,257,0,546
3,186,10,7,76,39,2.984375,2.984375,0.0,1.0,1.0,1.0,0.0,1.0,963,963,129,129,0,534
3,187,10,7,75,34,2.875,2.875,0.0,1.0,1.875,1.875,0.0,1.0,933,933,17,17,0,514
3,188,10,7,68,44,2.96875,2.96875,0.0,1.0,1.9375,1.9375,0.0,1.0,903,903,64,64,0,509
3,189,10,7,56,28,4.3037109375,5.1640625,-0.8603515625,0.833396,4.3037109375,5.1640625,-0.8603515625,0.833396,719,719,320,512,1,401
3,190,10,7,56,37,5.1250228882,5.03125,0.0937728882,1.018638,5.1250228882,5.03125,0.0937728882,1.018638,755,755,512,367,1,428
3,191,10,7,69,48,2.96875,2.96875,0.0,1.0,2.578125,2.5625,0.015625,1.006098,929,929,65,65,1,526
3,192,10,7,55,33,3.4453125,3.5859375,-0.140625,0.960784,3.4453125,3.5859375,-0.140625,0.960784,729,729,211,256,1,411
3,193,10,7,51,29,5.6745071411,5.625,0.0495071411,1.008801,5.6745071411,5.625,0.0495071411,1.008801,673,673,1020,576,1,379
3,194,10,7,77,41,2.984375,2.984375,0.0,1.0,1.984375,1.984375,0.0,1.0,981,981,128,128,0,545
3,195,10,7,68,38,2.9375,2.9375,0.0,1.0,1.9375,1.9375,0.0,1.0,879,879,32,32,0,491
3,196,10,7,82,44,2.96875,2.96875,0.0,1.0,2.65625,2.671875,-0.015625,0.994152,1043,1043,65,65,1,579
3,197,10,7,66,37,2.96875,2.96875,0.0,1.0,2.71875,2.96875,-0.25,0.915789,855,855,65,65,1,478
3,198,10,7,65,35,4.7722930908,4.265625,0.5066680908,1.118779,4.7722930908,4.265625,0.5066680908,1.118779,837,837,1024,266,1,467
3,199,10,7,48,31,2.984375,3.390625,-0.40625,0.880184,2.984375,3.390625,-0.40625,0.880184,651,651,128,128,1,370
4,0,10,15,137,79,6.0992507935,6.16796875,-0.0687179565,0.988859,6.0992507935,6.16796875,-0.0687179565,0.988859,1781,1781,1024,688,1,999
4,1,10,15,104,52,6.779624939,6.0234375,0.756187439,1.125541,6.779624939,6.0234375,0.756187439,1.125541,1343,1343,1024,391,1,753
4,2,10,15,132,78,5.149064064,5.0,0.149064064,1.029813,5.149064064,5.0,0.149064064,1.029813,1727,1727,1022,267,1,971
4,3,10,15,120,72,6.4888241887,6.36328125,0.1255429387,1.019729,6.4888241887,6.36328125,0.1255429387,1.019729,1583,1583,1024,672,1,893
4,4,10,15,117,71,6.1959133148,5.93359375,0.2623195648,1.044209,6.1959133148,5.93359375,0.2623195648,1.044209,1549,1549,1024,570,1,875
4,5,10,15,148,81,4.7832641602,4.5234375,0.2598266602,1.05744,4.7832641602,4.5234375,0.2598266602,1.05744,1899,1899,1024,352,1,1060
4,6,10,15,127,65,4.9226074219,5.1015625,-0.1789550781,0.964922,4.9226074219,5.1015625,-0.1789550781,0.964922,1625,1625,512,320,1,907
4,7,10,15,136,85,4.23828125,3.859375,0.37890625,1.098178,4.23828125,3.859375,0.37890625,1.098178,1795,1795,370,152,1,1012
4,8,10,15,134,75,2.984375,2.984375,0.0,1.0,1.875,1.875,0.0,1.0,1735,1735,128,128,0,972
4,9,10,15,113,70,6.014673233,5.7109375,0.303735733,1.053185,6.014673233,5.7109375,0.303735733,1.053185,1505,1505,1024,421,1,852
4,10,10,15,125,78,3.40234375,3.0,0.40234375,1.134115,3.40234375,3.0,0.40234375,1.134115,1657,1657,128,31,1,936
4,11,10,15,119,65,7.443769455,7.630859375,-0.18708992,0.975482,7.443769455,7.630859375,-0.18708992,0.975482,1545,1545,1024,1024,1,867
4,12,10,15,124,77,2.9375,2.9375,0.0,1.0,1.875,1.875,0.0,1.0,1643,1643,33,33,0,928
4,13,10,15,126,70,6.3519134521,6.43359375,-0.0816802979,0.987304,6.3519134521,6.43359375,-0.0816802979,0.987304,1635,1635,1022,672,1,917
4,14,10,15,131,89,3.9991455078,3.8671875,0.1319580078,1.034122,3.9991455078,3.8671875,0.1319580078,1.034122,1761,1761,512,276,1,999
4,15,10,15,127,75,3.9873046875,4.140625,-0.1533203125,0.962972,3.9873046875,4.140625,-0.1533203125,0.962972,1665,1665,316,288,1,937
4,16,10,15,110,73,3.470703125,3.4375,0.033203125,1.009659,3.470703125,3.4375,0.033203125,1.009659,1487,1487,256,144,1,846
4,17,10,15,121,73,6.0376281738,5.34765625,0.6899719238,1.129023,6.0376281738,5.34765625,0.6899719238,1.129023,1597,1597,1024,534,1,901
