and_depth,trial,n_vars,n_ands,n_ors,n_nots,peak_mul,peak_conv,peak_gap,peak_ratio,final_mul,final_conv,final_gap,final_ratio,mul_nodes,conv_nodes,mul_peak_supp,conv_peak_supp,has_gap,formula_len
2,21,10,3,26,15,3.9204101562,3.484375,0.4360351562,1.12514,3.9204101562,3.484375,0.4360351562,1.12514,343,343,512,176,1,192
2,22,10,3,32,13,2.96875,2.96875,0.0,1.0,1.984375,1.984375,0.0,1.0,395,395,65,65,0,216
2,23,10,3,39,29,3.0571289062,2.9921875,0.0649414062,1.021704,3.0571289062,2.8984375,0.1586914062,1.054751,529,529,1024,256,1,299
2,24,10,3,22,18,3.6328125,3.6328125,0.0,1.0,3.6328125,3.6328125,0.0,1.0,315,315,512,512,0,181
2,25,10,3,41,28,2.9375,2.9375,0.0,1.0,1.9375,1.9375,0.0,1.0,545,545,32,32,0,306
2,26,10,3,24,12,2.9375,2.9375,0.0,1.0,2.0625,2.0,0.0625,1.03125,311,311,33,33,1,173
2,27,10,3,31,20,2.9375,2.9375,0.0,1.0,1.96875,1.96875,0.0,1.0,413,413,33,33,0,232
2,28,10,3,31,19,2.75,2.75,0.0,1.0,1.0,1.0,0.0,1.0,409,409,8,8,0,229
2,29,10,3,31,20,2.875,2.875,0.0,1.0,1.9375,1.9375,0.0,1.0,413,413,16,16,0,232
2,30,10,3,30,19,2.96875,2.96875,0.0,1.0,1.875,1.875,0.0,1.0,399,399,65,65,0,224
2,31,10,3,32,17,2.9375,2.9375,0.0,1.0,1.96875,1.96875,0.0,1.0,411,411,33,33,0,228
2,32,10,3,31,21,2.984375,2.984375,0.0,1.0,1.984375,1.984375,0.0,1.0,417,417,128,128,0,235
2,33,10,3,33,15,2.984375,2.984375,0.0,1.0,1.9921875,1.9921875,0.0,1.0,413,413,129,129,0,227
2,34,10,3,35,18,2.96875,2.96875,0.0,1.0,1.75,1.75,0.0,1.0,445,445,64,64,0,246
2,35,10,3,25,15,2.9375,2.9375,0.0,1.0,2.734375,2.625,0.109375,1.041667,333,333,32,32,1,187
2,36,10,3,37,20,2.9375,2.9375,0.0,1.0,1.0,1.0,0.0,1.0,473,473,32,32,0,262
2,37,10,3,27,17,3.3486328125,3.697265625,-0.3486328125,0.905705,3.3486328125,3.697265625,-0.3486328125,0.905705,361,361,1024,1024,1,203
2,38,10,3,24,10,2.875,2.875,0.0,1.0,2.7421875,2.625,0.1171875,1.044643,303,303,17,17,1,167
2,39,10,3,32,24,2.984375,2.984375,0.0,1.0,2.806640625,2.8046875,0.001953125,1.000696,439,439,129,129,1,249
2,40,10,3,35,17,2.75,2.75,0.0,1.0,1.0,1.0,0.0,1.0,441,441,9,9,0,243
2,41,10,3,31,18,2.96875,2.96875,0.0,1.0,1.875,1.875,0.0,1.0,405,405,64,64,0,226
2,42,10,3,38,21,2.96875,2.96875,0.0,1.0,1.984375,1.984375,0.0,1.0,487,487,64,64,0,270
2,43,10,3,40,30,2.875,2.875,0.0,1.0,1.875,1.875,0.0,1.0,543,543,17,17,0,307
2,44,10,3,29,16,3.14453125,3.4140625,-0.26953125,0.921053,3.14453125,3.4140625,-0.26953125,0.921053,377,377,256,256,1,210
2,45,10,3,22,7,4.2795410156,4.59375,-0.3142089844,0.931601,4.2795410156,4.59375,-0.3142089844,0.931601,271,271,1024,640,1,148
2,46,10,3,23,13,2.875,2.875,0.0,1.0,1.875,1.875,0.0,1.0,305,305,17,17,0,171
2,47,10,3,45,29,2.96875,2.96875,0.0,1.0,1.0,1.0,0.0,1.0,589,589,64,64,0,329
2,48,10,3,44,25,2.9375,2.9375,0.0,1.0,1.0,1.0,0.0,1.0,563,563,32,32,0,312
2,49,10,3,30,15,2.875,2.875,0.0,1.0,1.9375,1.9375,0.0,1.0,383,383,17,17,0,212
2,50,10,3,34,20,2.96875,2.96875,0.0,1.0,1.0,1.0,0.0,1.0,443,443,64,64,0,247
2,51,10,3,18,10,2.9375,2.9375,0.0,1.0,1.875,1.875,0.0,1.0,243,243,32,32,0,137
2,52,10,3,40,27,2.9375,2.9375,0.0,1.0,1.0,1.0,0.0,1.0,531,531,32,32,0,298
2,53,10,3,33,15,2.9921875,2.9921875,0.0,1.0,2.966796875,2.7265625,0.240234375,1.088109,413,413,256,256,1,227
2,54,10,3,35,21,2.9921875,2.9921875,0.0,1.0,1.0,1.0,0.0,1.0,457,457,256,256,0,255
2,55,10,3,32,20,2.96875,2.96875,0.0,1.0,1.96875,1.96875,0.0,1.0,423,423,64,64,0,237
2,56,10,3,46,19,2.875,2.875,0.0,1.0,1.0,1.0,0.0,1.0,559,559,17,17,0,304
2,57,10,3,31,20,2.96875,2.96875,0.0,1.0,1.96875,1.96875,0.0,1.0,413,413,65,65,0,232
2,58,10,3,41,27,2.984375,2.984375,0.0,1.0,1.0,1.0,0.0,1.0,541,541,129,129,0,303
2,59,10,3,31,21,2.9375,2.9375,0.0,1.0,1.875,1.875,0.0,1.0,417,417,32,32,0,235
2,60,10,3,32,17,2.9375,2.9375,0.0,1.0,1.75,1.75,0.0,1.0,411,411,32,32,0,228
2,61,10,3,24,15,2.9921875,2.9921875,0.0,1.0,1.0,1.0,0.0,1.0,323,323,257,257,0,182
2,62,10,3,30,20,2.96875,2.96875,0.0,1.0,2.93359375,2.703125,0.23046875,1.08526,403,403,64,64,1,227
2,63,10,3,29,11,2.875,2.875,0.0,1.0,2.578125,2.5625,0.015625,1.006098,357,357,17,17,1,195
2,64,10,3,31,15,2.96875,2.96875,0.0,1.0,1.0,1.0,0.0,1.0,393,393,64,64,0,217
2,65,10,3,38,19,2.875,2.875,0.0,1.0,1.875,1.875,0.0,1.0,479,479,16,16,0,264
2,66,10,3,37,20,2.9375,2.9375,0.0,1.0,1.0,1.0,0.0,1.0,473,473,33,33,0,262
2,67,10,3,33,20,2.96875,2.96875,0.0,1.0,1.9375,1.9375,0.0,1.0,433,433,65,65,0,242
2,68,10,3,43,18,2.9375,2.9375,0.0,1.0,1.0,1.0,0.0,1.0,525,525,33,33,0,286
2,69,10,3,32,19,2.984375,2.984375,0.0,1.0,1.984375,1.984375,0.0,1.0,419,419,129,129,0,234
2,70,10,3,37,22,2.9375,2.9375,0.0,1.0,1.9375,1.9375,0.0,1.0,481,481,33,33,0,268
2,71,10,3,42,18,2.5,2.5,0.0,1.0,1.0,1.0,0.0,1.0,515,515,5,5,0,281
2,72,10,3,25,18,2.8828125,2.875,0.0078125,1.002717,2.8828125,2.6875,0.1953125,1.072674,345,345,128,17,1,196
2,73,10,3,38,18,2.875,2.875,0.0,1.0,1.0,1.0,0.0,1.0,475,475,16,16,0,261
2,74,10,3,31,15,2.984375,2.984375,0.0,1.0,1.96875,1.96875,0.0,1.0,393,393,128,128,0,217
2,75,10,3,33,17,2.75,2.75,0.0,1.0,1.0,1.0,0.0,1.0,421,421,8,8,0,233
2,76,10,3,34,13,2.9375,2.9375,0.0,1.0,1.0,1.0,0.0,1.0,415,415,33,33,0,226
2,77,10,3,42,18,2.96875,2.96875,0.0,1.0,1.0,1.0,0.0,1.0,515,515,64,64,0,281
2,78,10,3,32,12,2.875,2.96875,-0.09375,0.968421,2.84375,2.96875,-0.125,0.957895,391,391,17,64,1,213
2,79,10,3,20,16,3.515625,3.515625,0.0,1.0,3.515625,3.515625,0.0,1.0,287,287,256,256,0,165
2,80,10,3,35,23,2.96875,2.96875,0.0,1.0,1.0,1.0,0.0,1.0,465,465,65,65,0,261
2,81,10,3,42,30,2.96875,2.96875,0.0,1.0,1.984375,1.984375,0.0,1.0,563,563,64,64,0,317
2,82,10,3,32,16,2.96875,2.96875,0.0,1.0,2.5546875,2.59375,-0.0390625,0.98494,407,407,65,65,1,225
2,83,10,3,35,19,2.875,2.875,0.0,1.0,1.0,1.0,0.0,1.0,449,449,16,16,0,249
2,84,10,3,29,19,2.9375,2.9375,0.0,1.0,1.875,1.875,0.0,1.0,389,389,33,33,0,219
2,85,10,3,32,25,2.875,2.875,0.0,1.0,1.875,1.875,0.0,1.0,443,443,16,16,0,252
2,86,10,3,34,15,2.96875,2.96875,0.0,1.0,1.0,1.0,0.0,1.0,423,423,64,64,0,232
2,87,10,3,27,17,2.9375,2.9375,0.0,1.0,1.0,1.0,0.0,1.0,361,361,32,32,0,203
2,88,10,3,16,14,3.0,2.75,0.25,1.090909,3.0,2.625,0.375,1.142857,239,239,85,9,1,139
2,89,10,3,26,12,3.158203125,3.31640625,-0.158203125,0.952297,3.158203125,3.31640625,-0.158203125,0.952297,331,331,512,512,1,183
2,90,10,3,28,13,2.875,2.875,0.0,1.0,1.875,1.875,0.0,1.0,355,355,17,17,0,196
2,91,10,3,38,16,2.9375,2.9375,0.0,1.0,1.0,1.0,0.0,1.0,467,467,32,32,0,255
2,92,10,3,42,26,2.96875,2.96875,0.0,1.0,2.783203125,2.6875,0.095703125,1.03561,547,547,64,64,1,305
2,93,10,3,33,21,3.0356445312,3.349609375,-0.3139648438,0.906268,3.0356445312,3.349609375,-0.3139648438,0.906268,437,437,1024,1024,1,245
2,94,10,3,29,18,2.9375,2.9375,0.0,1.0,1.0,1.0,0.0,1.0,385,385,32,32,0,216
2,95,10,3,40,18,2.96875,2.96875,0.0,1.0,1.96875,1.96875,0.0,1.0,495,495,64,64,0,271
2,96,10,3,39,25,2.875,2.875,0.0,1.0,1.9375,1.9375,0.0,1.0,513,513,17,17,0,287
2,97,10,3,37,25,2.875,2.875,0.0,1.0,1.0,1.0,0.0,1.0,493,493,16,16,0,277
2,98,10,3,31,17,2.96875,2.96875,0.0,1.0,1.9375,1.9375,0.0,1.0,401,401,64,64,0,223
2,99,10,3,40,26,2.984375,2.984375,0.0,1.0,1.984375,1.984375,0.0,1.0,527,527,128,128,0,295
2,100,10,3,34,18,2.9375,2.9375,0.0,1.0,1.0,1.0,0.0,1.0,435,435,32,32,0,241
2,101,10,3,24,17,2.9609375,3.1796875,-0.21875,0.931204,2.9609375,3.1796875,-0.21875,0.931204,331,331,164,256,1,188
2,102,10,3,29,17,2.984375,2.984375,0.0,1.0,1.5,1.5,0.0,1.0,381,381,128,128,0,213
2,103,10,3,27,18,2.96875,2.96875,0.0,1.0,1.0,1.0,0.0,1.0,365,365,64,64,0,206
2,104,10,3,36,20,2.984375,2.984375,0.0,1.0,1.0,1.0,0.0,1.0,463,463,129,129,0,257
2,105,10,3,40,19,2.9375,2.9375,0.0,1.0,1.0,1.0,0.0,1.0,499,499,32,32,0,274
2,106,10,3,17,10,2.75,2.75,0.0,1.0,1.875,1.875,0.0,1.0,233,233,8,8,0,132
2,107,10,3,34,20,2.75,2.75,0.0,1.0,1.0,1.0,0.0,1.0,443,443,8,8,0,247
2,108,10,3,36,25,2.9921875,2.9921875,0.0,1.0,2.890625,2.8359375,0.0546875,1.019284,483,483,256,256,1,272
2,109,10,3,34,20,2.875,2.875,0.0,1.0,1.0,1.0,0.0,1.0,443,443,17,17,0,247
2,110,10,3,35,21,2.96875,2.96875,0.0,1.0,1.0,1.0,0.0,1.0,457,457,65,65,0,255
2,111,10,3,29,17,2.9375,2.9375,0.0,1.0,1.96875,1.96875,0.0,1.0,381,381,33,33,0,213
2,112,10,3,22,16,3.8828125,3.75,0.1328125,1.035417,3.8828125,3.75,0.1328125,1.035417,307,307,184,170,1,175
2,113,10,3,31,17,2.9375,2.9375,0.0,1.0,1.0,1.0,0.0,1.0,401,401,32,32,0,223
2,114,10,3,43,19,2.984375,2.984375,0.0,1.0,1.0,1.0,0.0,1.0,529,529,128,128,0,289
2,115,10,3,27,19,2.75,2.75,0.0,1.0,1.0,1.0,0.0,1.0,369,369,9,9,0,209
2,116,10,3,21,8,3.181640625,2.96875,0.212890625,1.071711,3.181640625,2.828125,0.353515625,1.125,265,265,512,65,1,146
2,117,10,3,19,9,2.5,2.5,0.0,1.0,1.75,1.75,0.0,1.0,249,249,4,4,0,139
2,118,10,3,35,18,2.875,2.875,0.0,1.0,1.0,1.0,0.0,1.0,445,445,17,17,0,246
2,119,10,3,29,16,2.96875,2.96875,0.0,1.0,1.0,1.0,0.0,1.0,377,377,64,64,0,210
2,120,10,3,40,22,2.984375,2.984375,0.0,1.0,1.9921875,1.9921875,0.0,1.0,511,511,128,128,0,283
2,121,10,3,35,24,2.9921875,2.9921875,0.0,1.0,2.806640625,2.6875,0.119140625,1.044331,469,469,257,257,1,264
2,122,10,3,37,17,2.96875,2.96875,0.0,1.0,1.984375,1.984375,0.0,1.0,461,461,65,65,0,253
2,123,10,3,21,10,2.875,2.875,0.0,1.0,1.9375,1.9375,0.0,1.0,273,273,16,16,0,152
2,124,10,3,28,16,2.96875,2.96875,0.0,1.0,1.9375,1.9375,0.0,1.0,367,367,64,64,0,205
2,125,10,3,29,17,2.96875,2.96875,0.0,1.0,1.0,1.0,0.0,1.0,381,381,65,65,0,213
2,126,10,3,32,16,2.9375,2.9375,0.0,1.0,1.9375,1.9375,0.0,1.0,407,407,32,32,0,225
2,127,10,3,25,18,2.984375,2.984375,0.0,1.0,2.83203125,2.8359375,-0.00390625,0.998623,345,345,129,129,1,196
2,128,10,3,35,21,2.96875,2.96875,0.0,1.0,1.0,1.0,0.0,1.0,457,457,64,64,0,255
2,129,10,3,34,17,3.515625,3.515625,0.0,1.0,3.515625,3.515625,0.0,1.0,431,431,256,256,0,238
2,130,10,3,42,24,2.9921875,2.9921875,0.0,1.0,1.0,1.0,0.0,1.0,539,539,256,256,0,299
2,131,10,3,32,24,2.984375,2.984375,0.0,1.0,1.875,1.875,0.0,1.0,439,439,128,128,0,249
2,132,10,3,33,19,3.1015625,2.9375,0.1640625,1.055851,3.1015625,2.75,0.3515625,1.127841,429,429,256,33,1,239
2,133,10,3,31,16,2.9921875,2.9921875,0.0,1.0,1.875,1.875,0.0,1.0,397,397,257,257,0,220
2,134,10,3,33,12,2.984375,2.984375,0.0,1.0,1.984375,1.984375,0.0,1.0,401,401,128,128,0,218
2,135,10,3,43,25,2.9921875,2.9921875,0.0,1.0,1.0,1.0,0.0,1.0,553,553,256,256,0,307
2,136,10,3,30,15,2.875,2.875,0.0,1.0,1.875,1.875,0.0,1.0,383,383,17,17,0,212
2,137,10,3,39,27,2.96875,2.96875,0.0,1.0,1.875,1.875,0.0,1.0,521,521,64,64,0,293
2,138,10,3,30,16,2.875,2.875,0.0,1.0,1.9375,1.9375,0.0,1.0,387,387,16,16,0,215
2,139,10,3,34,22,2.9375,2.9375,0.0,1.0,1.9375,1.9375,0.0,1.0,451,451,32,32,0,253
2,140,10,3,51,27,2.984375,2.984375,0.0,1.0,1.0,1.0,0.0,1.0,641,641,129,129,0,353
2,141,10,3,18,9,4.6836547852,4.53125,0.1524047852,1.033634,4.6836547852,4.53125,0.1524047852,1.033634,239,239,1024,328,1,134
2,142,10,3,36,23,2.96875,2.96875,0.0,1.0,1.96875,1.96875,0.0,1.0,475,475,64,64,0,266
2,143,10,3,26,21,2.9375,2.9375,0.0,1.0,1.875,1.875,0.0,1.0,367,367,33,33,0,210
2,144,10,3,33,21,2.9375,2.9375,0.0,1.0,1.0,1.0,0.0,1.0,437,437,33,33,0,245
2,145,10,3,36,23,2.75,2.75,0.0,1.0,1.0,1.0,0.0,1.0,475,475,9,9,0,266
2,146,10,3,30,18,2.984375,2.984375,0.0,1.0,1.75,1.75,0.0,1.0,395,395,128,128,0,221
2,147,10,3,34,20,2.9375,2.9375,0.0,1.0,1.9375,1.9375,0.0,1.0,443,443,33,33,0,247
2,148,10,3,33,18,2.96875,3.109375,-0.140625,0.954774,2.859375,3.109375,-0.25,0.919598,425,425,65,128,1,236
2,149,10,3,31,18,2.875,2.875,0.0,1.0,1.875,1.875,0.0,1.0,405,405,16,16,0,226
2,150,10,3,43,23,2.875,2.875,0.0,1.0,1.0,1.0,0.0,1.0,545,545,16,16,0,301
2,151,10,3,35,19,2.9375,2.9375,0.0,1.0,1.96875,1.96875,0.0,1.0,449,449,33,33,0,249
2,152,10,3,37,18,2.9375,2.9375,0.0,1.0,1.0,1.0,0.0,1.0,465,465,33,33,0,256
2,153,10,3,37,23,2.96875,2.96875,0.0,1.0,1.0,1.0,0.0,1.0,485,485,65,65,0,271
2,154,10,3,27,12,2.9375,2.9375,0.0,1.0,1.0,1.0,0.0,1.0,341,341,33,33,0,188
2,155,10,3,30,17,2.875,2.875,0.0,1.0,1.9375,1.9375,0.0,1.0,391,391,16,16,0,218
2,156,10,3,40,19,2.9375,2.9375,0.0,1.0,1.0,1.0,0.0,1.0,499,499,32,32,0,274
2,157,10,3,25,15,2.75,2.75,0.0,1.0,1.875,1.875,0.0,1.0,333,333,9,9,0,187
2,158,10,3,39,24,2.96875,2.96875,0.0,1.0,1.0,1.0,0.0,1.0,509,509,65,65,0,284
2,159,10,3,33,16,2.875,2.875,0.0,1.0,1.0,1.0,0.0,1.0,417,417,16,16,0,230
2,160,10,3,38,27,2.984375,2.984375,0.0,1.0,1.875,1.875,0.0,1.0,511,511,128,128,0,288
2,161,10,3,20,10,2.9375,2.9375,0.0,1.0,2.9140625,2.6875,0.2265625,1.084302,263,263,32,32,1,147
2,162,10,3,34,18,2.75,2.75,0.0,1.0,1.0,1.0,0.0,1.0,435,435,9,9,0,241
2,163,10,3,26,14,2.96875,2.96875,0.0,1.0,1.875,1.875,0.0,1.0,339,339,65,65,0,189
2,164,10,3,35,21,2.984375,2.984375,0.0,1.0,1.875,1.875,0.0,1.0,457,457,128,128,0,255
2,165,10,3,30,15,2.9375,2.9375,0.0,1.0,1.0,1.0,0.0,1.0,383,383,32,32,0,212
2,166,10,3,25,17,2.875,2.875,0.0,1.0,1.875,1.875,0.0,1.0,341,341,16,16,0,193
2,167,10,3,21,11,2.75,2.75,0.0,1.0,1.75,1.75,0.0,1.0,277,277,8,8,0,155
2,168,10,3,32,17,2.96875,2.96875,0.0,1.0,1.9375,1.9375,0.0,1.0,411,411,64,64,0,228
2,169,10,3,38,23,2.9375,2.9375,0.0,1.0,1.875,1.875,0.0,1.0,495,495,33,33,0,276
2,170,10,3,30,17,2.9921875,2.9921875,0.0,1.0,2.8203125,2.71875,0.1015625,1.037356,391,391,256,256,1,218
2,171,10,3,51,31,2.96875,2.96875,0.0,1.0,1.0,1.0,0.0,1.0,657,657,65,65,0,365
2,172,10,3,41,27,2.875,2.875,0.0,1.0,1.0,1.0,0.0,1.0,541,541,16,16,0,303
2,173,10,3,27,14,2.875,2.875,0.0,1.0,1.875,1.875,0.0,1.0,349,349,17,17,0,194
2,174,10,3,33,16,2.9375,2.9375,0.0,1.0,1.875,1.875,0.0,1.0,417,417,33,33,0,230
2,175,10,3,25,18,2.96875,2.96875,0.0,1.0,1.875,1.875,0.0,1.0,345,345,64,64,0,196
2,176,10,3,23,14,2.96875,2.96875,0.0,1.0,1.96875,1.96875,0.0,1.0,309,309,64,64,0,174
2,177,10,3,40,19,2.9375,2.9375,0.0,1.0,1.96875,1.96875,0.0,1.0,499,499,33,33,0,274
2,178,10,3,35,25,2.96875,2.96875,0.0,1.0,1.875,1.875,0.0,1.0,473,473,64,64,0,267
2,179,10,3,28,20,2.875,2.875,0.0,1.0,1.9375,1.9375,0.0,1.0,383,383,17,17,0,217
2,180,10,3,25,12,2.96875,2.96875,0.0,1.0,1.875,1.875,0.0,1.0,321,321,64,64,0,178
2,181,10,3,34,15,2.984375,2.984375,0.0,1.0,1.75,1.75,0.0,1.0,423,423,129,129,0,232
2,182,10,3,42,21,2.99609375,2.99609375,0.0,1.0,1.0,1.0,0.0,1.0,527,527,512,512,0,290
2,183,10,3,31,23,3.1875,2.9375,0.25,1.085106,3.1875,2.8125,0.375,1.133333,425,425,285,32,1,241
2,184,10,3,32,11,2.96875,2.96875,0.0,1.0,1.875,1.875,0.0,1.0,387,387,65,65,0,210
2,185,10,3,27,16,4.125,3.765625,0.359375,1.095436,4.125,3.765625,0.359375,1.095436,357,357,512,176,1,200
2,186,10,3,38,19,2.99609375,2.99609375,0.0,1.0,1.998046875,1.998046875,0.0,1.0,479,479,513,513,0,264
2,187,10,3,29,18,2.984375,2.984375,0.0,1.0,1.875,1.875,0.0,1.0,385,385,128,128,0,216
2,188,10,3,25,15,2.875,2.875,0.0,1.0,1.875,1.875,0.0,1.0,333,333,17,17,0,187
2,189,10,3,35,20,2.875,2.875,0.0,1.0,1.0,1.0,0.0,1.0,453,453,17,17,0,252
2,190,10,3,32,16,3.3940429688,3.4921875,-0.0981445312,0.971896,3.3940429688,3.4921875,-0.0981445312,0.971896,407,407,251,256,1,225
2,191,10,3,34,22,2.9375,2.9375,0.0,1.0,1.75,1.75,0.0,1.0,451,451,32,32,0,253
2,192,10,3,37,20,2.984375,2.984375,0.0,1.0,1.0,1.0,0.0,1.0,473,473,128,128,0,262
2,193,10,3,33,19,2.96875,2.96875,0.0,1.0,2.3671875,2.40625,-0.0390625,0.983766,429,429,64,64,1,239
2,194,10,3,22,15,2.96875,2.96875,0.0,1.0,2.9619140625,2.828125,0.1337890625,1.047307,303,303,65,65,1,172
2,195,10,3,42,23,2.9375,2.9375,0.0,1.0,1.96875,1.96875,0.0,1.0,535,535,33,33,0,296
2,196,10,3,29,17,2.96875,2.96875,0.0,1.0,1.984375,1.984375,0.0,1.0,381,381,65,65,0,213
2,197,10,3,39,23,2.9375,2.9375,0.0,1.0,1.0,1.0,0.0,1.0,505,505,33,33,0,281
2,198,10,3,38,18,2.75,2.75,0.0,1.0,1.875,1.875,0.0,1.0,475,475,9,9,0,261
2,199,10,3,24,14,2.9375,2.9375,0.0,1.0,2.875,2.734375,0.140625,1.051429,319,319,33,33,1,179
3,0,10,7,73,32,2.96875,2.96875,0.0,1.0,1.0,1.0,0.0,1.0,905,905,64,64,0,498
3,1,10,7,65,36,3.48828125,3.28125,0.20703125,1.063095,3.48828125,3.28125,0.20703125,1.063095,841,841,178,80,1,470
3,2,10,7,51,25,4.259765625,4.2421875,0.017578125,1.004144,4.259765625,4.2421875,0.017578125,1.004144,657,657,428,288,1,367
3,3,10,7,58,32,2.96875,2.96875,0.0,1.0,2.640625,2.5625,0.078125,1.030488,755,755,64,64,1,423
3,4,10,7,72,45,2.984375,2.984375,0.0,1.0,1.875,1.875,0.0,1.0,947,947,128,128,0,532
3,5,10,7,64,35,2.9375,2.9375,0.0,1.0,1.96875,1.96875,0.0,1.0,827,827,33,33,0,462
3,6,10,7,61,33,4.0380859375,3.5625,0.4755859375,1.133498,4.0380859375,3.5625,0.4755859375,1.133498,789,789,512,152,1,441
3,7,10,7,67,31,2.96875,2.96875,0.0,1.0,1.0,1.0,0.0,1.0,841,841,65,65,0,465
3,8,10,7,58,32,3.5927734375,3.375,0.2177734375,1.064525,3.5927734375,3.375,0.2177734375,1.064525,755,755,256,91,1,423
3,9,10,7,67,36,3.5181274414,2.99609375,0.5220336914,1.174238,3.5181274414,2.8359375,0.6821899414,1.240552,861,861,944,512,1,480
3,10,10,7,76,36,2.9921875,2.9921875,0.0,1.0,2.7622070312,2.7265625,0.0356445312,1.013073,951,951,256,256,1,525
3,11,10,7,60,33,3.298828125,2.96875,0.330078125,1.111184,3.298828125,2.875,0.423828125,1.147418,779,779,1024,64,1,436
3,12,10,7,51,38,4.4196777344,4.1875,0.2321777344,1.055445,4.4196777344,4.1875,0.2321777344,1.055445,709,709,1024,432,1,406
3,13,10,7,61,43,4.2353515625,4.2265625,0.0087890625,1.002079,4.2353515625,4.2265625,0.0087890625,1.002079,829,829,512,320,1,471
3,14,10,7,62,35,2.875,2.875,0.0,1.0,1.875,1.875,0.0,1.0,807,807,17,17,0,452
3,15,10,7,52,33,3.0,2.9375,0.0625,1.021277,3.0,2.625,0.375,1.142857,699,699,85,33,1,396
3,16,10,7,61,41,2.96875,2.96875,0.0,1.0,1.9375,1.9375,0.0,1.0,821,821,64,64,0,465
3,17,10,7,88,46,2.984375,2.984375,0.0,1.0,1.9375,1.9375,0.0,1.0,1111,1111,128,128,0,615
3,18,10,7,67,41,2.9375,2.9375,0.0,1.0,2.71484375,2.65625,0.05859375,1.022059,881,881,32,32,1,495
3,19,10,7,61,33,3.8447265625,3.8515625,-0.0068359375,0.998225,3.8447265625,3.8515625,-0.0068359375,0.998225,789,789,416,288,1,441
3,20,10,7,69,47,2.96875,2.96875,0.0,1.0,1.984375,1.984375,0.0,1.0,925,925,64,64,0,523
3,21,10,7,66,39,2.9375,2.9375,0.0,1.0,2.65625,2.4375,0.21875,1.089744,863,863,32,32,1,484
3,22,10,7,52,30,2.9921875,2.9921875,0.0,1.0,2.88671875,2.8359375,0.05078125,1.017906,687,687,256,256,1,387
3,23,10,7,61,33,4.8090515137,4.7734375,0.0356140137,1.007461,4.8090515137,4.7734375,0.0356140137,1.007461,789,789,1024,672,1,441
3,24,10,7,66,32,2.96875,2.96875,0.0,1.0,1.96875,1.96875,0.0,1.0,835,835,64,64,0,463
3,25,10,7,59,35,3.814453125,3.671875,0.142578125,1.03883,3.814453125,3.671875,0.142578125,1.03883,777,777,220,136,1,437
3,26,10,7,69,35,3.3278808594,3.2109375,0.1169433594,1.03642,3.3278808594,3.2109375,0.1169433594,1.03642,877,877,512,323,1,487
3,27,10,7,65,42,2.984375,2.984375,0.0,1.0,1.9921875,1.9921875,0.0,1.0,865,865,129,129,0,488
3,28,10,7,67,34,3.739074707,3.6328125,0.106262207,1.029251,3.739074707,3.6328125,0.106262207,1.029251,853,853,1024,352,1,474
3,29,10,7,65,35,2.99609375,2.99609375,0.0,1.0,2.5546875,2.59375,-0.0390625,0.98494,837,837,512,512,1,467
3,30,10,7,47,29,5.3867492676,5.1640625,0.2226867676,1.043122,5.3867492676,5.1640625,0.2226867676,1.043122,633,633,510,512,1,359
3,31,10,7,56,32,4.0217285156,3.53125,0.4904785156,1.138897,4.0217285156,3.53125,0.4904785156,1.138897,735,735,1024,171,1,413
3,32,10,7,69,41,2.984375,2.984375,0.0,1.0,1.0,1.0,0.0,1.0,901,901,128,128,0,505
3,33,10,7,50,23,2.984375,2.984375,0.0,1.0,2.75,2.625,0.125,1.047619,639,639,128,128,1,356
3,34,10,7,62,34,3.6977539062,3.421875,0.2758789062,1.080622,3.6977539062,3.421875,0.2758789062,1.080622,803,803,470,152,1,449
3,35,10,7,60,31,4.09375,4.046875,0.046875,1.011583,4.09375,4.046875,0.046875,1.011583,771,771,428,176,1,430
3,36,10,7,64,30,2.96875,2.96875,0.0,1.0,1.96875,1.96875,0.0,1.0,807,807,64,64,0,447
3,37,10,7,62,30,2.984375,2.984375,0.0,1.0,2.875,2.625,0.25,1.095238,787,787,129,129,1,437
3,38,10,7,60,38,2.984375,2.984375,0.0,1.0,1.875,1.875,0.0,1.0,799,799,128,128,0,451
3,39,10,7,86,41,2.998046875,2.998046875,0.0,1.0,1.0,1.0,0.0,1.0,1071,1071,1024,1024,0,590
3,40,10,7,74,37,2.875,2.875,0.0,1.0,1.0,1.0,0.0,1.0,935,935,16,16,0,518
3,41,10,7,76,45,2.9375,2.9375,0.0,1.0,1.0,1.0,0.0,1.0,987,987,33,33,0,552
3,42,10,7,38,25,7.2101211548,6.94921875,0.2609024048,1.037544,7.2101211548,6.94921875,0.2609024048,1.037544,527,527,1024,640,1,302
3,43,10,7,57,36,2.9765625,2.96875,0.0078125,1.002632,2.9765625,2.6875,0.2890625,1.107558,761,761,128,64,1,430
3,44,10,7,85,47,2.984375,2.984375,0.0,1.0,1.984375,1.984375,0.0,1.0,1085,1085,128,128,0,603
3,45,10,7,56,30,2.984375,2.984375,0.0,1.0,2.751953125,2.8046875,-0.052734375,0.981198,727,727,129,129,1,407
3,46,10,7,61,36,2.984375,2.984375,0.0,1.0,2.453125,2.46875,-0.015625,0.993671,801,801,128,128,1,450
3,47,10,7,62,36,2.9375,2.9375,0.0,1.0,1.875,1.875,0.0,1.0,811,811,33,33,0,455
